SaleID,Date,StoreID,StaffID,CustomerID
39123,26/12/2023,STORE02,STAFF1039,CUST14927
39124,06/02/2023,STORE07,STAFF1022,CUST16120
39125,03/03/2023,STORE06,STAFF1030,CUST17142
39126,05/05/2023,STORE02,STAFF1006,CUST16027
39127,11/07/2023,STORE09,STAFF1011,CUST19064
39128,14/04/2023,STORE09,STAFF1011,CUST17746
39129,10/07/2023,STORE10,STAFF1026,CUST19501
39130,18/01/2023,STORE08,STAFF1027,CUST16599
39131,22/09/2023,STORE09,STAFF1010,CUST10274
39132,12/01/2023,STORE02,STAFF1035,CUST11045
39133,05/09/2023,STORE06,STAFF1015,CUST10649
39134,28/06/2023,STORE02,STAFF1039,CUST15404
39135,30/06/2023,STORE08,STAFF1012,CUST17267
39136,16/04/2024,STORE01,STAFF1003,CUST17540
39137,24/04/2023,STORE02,STAFF1006,CUST16449
39138,13/02/2024,STORE08,STAFF1016,CUST10284
39139,12/06/2024,STORE07,STAFF1022,CUST19135
39140,09/06/2024,STORE09,STAFF1018,CUST12352
39141,20/06/2023,STORE05,STAFF1023,CUST17870
39142,13/06/2024,STORE05,STAFF1042,CUST19185
39143,17/10/2023,STORE10,STAFF1028,CUST18569
39144,01/06/2024,STORE02,STAFF1035,CUST10991
39145,03/01/2023,STORE05,STAFF1050,CUST17432
39146,08/07/2023,STORE02,STAFF1035,CUST17944
39147,06/06/2023,STORE10,STAFF1043,CUST10025
39148,13/10/2023,STORE03,STAFF1047,CUST14658
39149,30/11/2023,STORE03,STAFF1047,CUST19493
39150,22/04/2023,STORE01,STAFF1003,CUST10588
39151,29/05/2024,STORE07,STAFF1022,CUST18504
39152,05/04/2023,STORE02,STAFF1035,CUST11997
39153,16/01/2024,STORE02,STAFF1006,CUST19298
39154,08/02/2024,STORE03,STAFF1034,CUST16060
39155,02/04/2023,STORE04,STAFF1008,CUST16018
39156,29/05/2023,STORE03,STAFF1021,CUST15303
39157,15/03/2023,STORE01,STAFF1003,CUST15816
39158,18/07/2023,STORE07,STAFF1005,CUST11540
39159,09/11/2023,STORE02,STAFF1039,CUST15654
39160,29/01/2024,STORE08,STAFF1019,CUST15027
39161,26/02/2023,STORE09,STAFF1011,CUST12076
39162,13/01/2023,STORE04,STAFF1049,CUST15204
39163,29/05/2023,STORE09,STAFF1018,CUST15952
39164,09/02/2023,STORE08,STAFF1016,CUST10571
39165,05/09/2023,STORE07,STAFF1040,CUST12419
39166,10/11/2023,STORE02,STAFF1035,CUST16039
39167,19/01/2024,STORE03,STAFF1014,CUST10161
39168,05/01/2023,STORE09,STAFF1010,CUST11617
39169,24/06/2023,STORE06,STAFF1032,CUST14559
39170,24/12/2023,STORE04,STAFF1024,CUST15748
39171,07/03/2024,STORE07,STAFF1040,CUST14367
39172,16/10/2023,STORE10,STAFF1028,CUST17428
39173,08/04/2023,STORE05,STAFF1033,CUST10928
39174,27/11/2023,STORE04,STAFF1004,CUST11425
39175,03/05/2023,STORE10,STAFF1045,CUST10805
39176,27/02/2023,STORE09,STAFF1010,CUST11845
39177,18/10/2023,STORE07,STAFF1017,CUST13845
39178,28/10/2023,STORE10,STAFF1026,CUST10798
39179,26/08/2023,STORE02,STAFF1037,CUST12227
39180,03/02/2023,STORE05,STAFF1050,CUST10317
39181,23/04/2023,STORE07,STAFF1017,CUST12302
39182,14/08/2023,STORE04,STAFF1024,CUST13192
39183,09/05/2024,STORE06,STAFF1020,CUST11975
39184,13/07/2023,STORE02,STAFF1039,CUST13522
39185,14/05/2024,STORE02,STAFF1035,CUST15398
39186,21/02/2024,STORE05,STAFF1023,CUST12153
39187,26/02/2023,STORE07,STAFF1048,CUST10279
39188,19/03/2023,STORE08,STAFF1029,CUST17401
39189,12/03/2024,STORE05,STAFF1033,CUST14576
39190,03/01/2023,STORE07,STAFF1048,CUST18667
39191,14/05/2023,STORE08,STAFF1027,CUST19655
39192,05/09/2023,STORE09,STAFF1011,CUST11372
39193,21/06/2023,STORE10,STAFF1028,CUST13192
39194,16/10/2023,STORE10,STAFF1045,CUST14146
39195,19/02/2023,STORE08,STAFF1036,CUST17291
39196,10/11/2023,STORE04,STAFF1008,CUST18697
39197,11/11/2023,STORE08,STAFF1012,CUST12402
39198,29/03/2024,STORE09,STAFF1046,CUST17468
39199,16/08/2023,STORE03,STAFF1034,CUST18866
39200,29/09/2023,STORE02,STAFF1006,CUST18274
39201,20/01/2024,STORE09,STAFF1011,CUST17728
39202,23/05/2023,STORE03,STAFF1034,CUST19221
39203,11/11/2023,STORE07,STAFF1017,CUST18367
39204,17/05/2024,STORE04,STAFF1024,CUST11814
39205,16/09/2023,STORE07,STAFF1048,CUST18060
39206,29/04/2023,STORE04,STAFF1008,CUST15150
39207,30/03/2023,STORE04,STAFF1049,CUST15913
39208,24/07/2023,STORE01,STAFF1003,CUST18012
39209,16/02/2023,STORE06,STAFF1020,CUST18082
39210,27/07/2023,STORE07,STAFF1005,CUST12733
39211,16/03/2024,STORE07,STAFF1048,CUST12352
39212,27/02/2023,STORE02,STAFF1035,CUST14815
39213,27/09/2023,STORE04,STAFF1004,CUST10319
39214,10/10/2023,STORE02,STAFF1037,CUST17841
39215,17/12/2023,STORE05,STAFF1023,CUST14954
39216,27/07/2023,STORE02,STAFF1039,CUST16701
39217,10/03/2024,STORE09,STAFF1018,CUST16749
39218,02/10/2023,STORE05,STAFF1042,CUST16021
39219,10/02/2023,STORE05,STAFF1023,CUST13788
39220,27/06/2023,STORE02,STAFF1006,CUST13181
39221,29/10/2023,STORE02,STAFF1039,CUST18787
39222,21/04/2024,STORE01,STAFF1003,CUST14207
39223,01/06/2024,STORE02,STAFF1039,CUST12508
39224,19/10/2023,STORE07,STAFF1048,CUST13288
39225,03/12/2023,STORE02,STAFF1039,CUST19678
39226,31/03/2024,STORE04,STAFF1049,CUST16796
39227,28/01/2024,STORE08,STAFF1012,CUST18839
39228,19/02/2023,STORE02,STAFF1006,CUST13894
39229,06/04/2024,STORE02,STAFF1037,CUST18637
39230,02/06/2024,STORE09,STAFF1041,CUST18806
39231,14/01/2024,STORE09,STAFF1018,CUST11498
39232,12/08/2023,STORE05,STAFF1042,CUST17060
39233,25/03/2023,STORE03,STAFF1009,CUST17342
39234,25/02/2024,STORE01,STAFF1003,CUST19761
39235,13/02/2024,STORE03,STAFF1021,CUST11797
39236,27/07/2023,STORE03,STAFF1031,CUST16675
39237,07/02/2024,STORE04,STAFF1008,CUST11948
39238,09/05/2024,STORE03,STAFF1034,CUST16054
39239,16/06/2024,STORE08,STAFF1012,CUST11764
39240,14/09/2023,STORE07,STAFF1005,CUST15397
39241,13/11/2023,STORE09,STAFF1046,CUST16245
39242,28/01/2023,STORE04,STAFF1004,CUST13968
39243,30/10/2023,STORE02,STAFF1039,CUST19504
39244,14/03/2024,STORE01,STAFF1003,CUST19175
39245,28/06/2024,STORE06,STAFF1015,CUST19422
39246,03/08/2023,STORE03,STAFF1031,CUST12745
39247,15/05/2023,STORE01,STAFF1003,CUST10471
39248,18/11/2023,STORE05,STAFF1023,CUST16991
39249,09/04/2024,STORE01,STAFF1003,CUST10900
39250,17/10/2023,STORE06,STAFF1032,CUST12400
39251,15/05/2024,STORE08,STAFF1001,CUST12789
39252,03/10/2023,STORE07,STAFF1005,CUST19529
39253,22/01/2024,STORE01,STAFF1003,CUST17212
39254,24/10/2023,STORE10,STAFF1007,CUST13687
39255,28/04/2024,STORE08,STAFF1036,CUST19003
39256,25/04/2024,STORE02,STAFF1039,CUST11482
39257,02/07/2023,STORE05,STAFF1042,CUST17811
39258,31/05/2024,STORE02,STAFF1035,CUST12670
39259,14/12/2023,STORE01,STAFF1003,CUST19147
39260,06/03/2024,STORE02,STAFF1039,CUST17877
39261,24/08/2023,STORE08,STAFF1019,CUST10764
39262,25/05/2024,STORE07,STAFF1022,CUST15223
39263,15/06/2023,STORE03,STAFF1047,CUST11218
39264,20/01/2023,STORE07,STAFF1048,CUST10732
39265,11/02/2024,STORE09,STAFF1046,CUST10194
39266,22/01/2023,STORE02,STAFF1035,CUST12626
39267,24/04/2024,STORE05,STAFF1042,CUST12819
39268,28/04/2024,STORE07,STAFF1005,CUST16250
39269,28/12/2023,STORE07,STAFF1048,CUST13216
39270,03/08/2023,STORE01,STAFF1003,CUST18199
39271,17/02/2023,STORE06,STAFF1030,CUST17986
39272,30/09/2023,STORE07,STAFF1048,CUST12233
39273,18/04/2024,STORE02,STAFF1006,CUST15678
39274,27/06/2023,STORE04,STAFF1008,CUST15685
39275,14/06/2024,STORE02,STAFF1037,CUST13827
39276,30/07/2023,STORE02,STAFF1035,CUST17002
39277,26/01/2023,STORE07,STAFF1017,CUST17250
39278,26/07/2023,STORE03,STAFF1031,CUST11105
39279,20/08/2023,STORE04,STAFF1008,CUST16009
39280,13/04/2023,STORE04,STAFF1004,CUST12739
39281,13/07/2023,STORE01,STAFF1003,CUST17635
39282,14/02/2023,STORE06,STAFF1013,CUST18154
39283,21/06/2024,STORE07,STAFF1048,CUST19821
39284,21/02/2023,STORE04,STAFF1004,CUST12024
39285,07/04/2023,STORE07,STAFF1048,CUST12359
39286,25/06/2023,STORE01,STAFF1003,CUST14857
39287,30/06/2023,STORE09,STAFF1010,CUST19833
39288,13/12/2023,STORE08,STAFF1016,CUST18756
39289,15/08/2023,STORE02,STAFF1035,CUST10148
39290,03/09/2023,STORE04,STAFF1049,CUST11667
39291,04/01/2024,STORE08,STAFF1027,CUST11180
39292,28/04/2023,STORE07,STAFF1017,CUST15158
39293,22/01/2023,STORE05,STAFF1050,CUST18358
39294,06/07/2023,STORE07,STAFF1017,CUST17906
39295,06/02/2023,STORE02,STAFF1039,CUST11799
39296,07/08/2023,STORE09,STAFF1011,CUST13657
39297,01/12/2023,STORE05,STAFF1023,CUST14606
39298,16/04/2023,STORE03,STAFF1009,CUST15704
39299,01/07/2023,STORE03,STAFF1014,CUST16471
39300,01/03/2024,STORE05,STAFF1033,CUST13186
39301,20/01/2024,STORE02,STAFF1037,CUST15979
39302,19/06/2023,STORE02,STAFF1035,CUST17955
39303,08/10/2023,STORE04,STAFF1024,CUST13177
39304,03/07/2023,STORE09,STAFF1041,CUST15658
39305,17/05/2023,STORE03,STAFF1047,CUST13237
39306,15/02/2024,STORE07,STAFF1040,CUST14780
39307,19/02/2024,STORE01,STAFF1003,CUST18889
39308,09/02/2024,STORE06,STAFF1015,CUST19229
39309,22/07/2023,STORE05,STAFF1033,CUST18850
39310,22/01/2023,STORE01,STAFF1003,CUST17648
39311,01/12/2023,STORE01,STAFF1003,CUST16451
39312,24/06/2024,STORE07,STAFF1005,CUST12069
39313,10/02/2024,STORE07,STAFF1022,CUST18217
39314,20/06/2024,STORE08,STAFF1025,CUST16115
39315,31/03/2024,STORE04,STAFF1008,CUST13897
39316,07/06/2024,STORE02,STAFF1035,CUST16847
39317,18/05/2024,STORE05,STAFF1050,CUST15466
39318,04/02/2023,STORE04,STAFF1008,CUST17667
39319,24/04/2023,STORE01,STAFF1003,CUST19583
39320,22/02/2023,STORE10,STAFF1007,CUST13162
39321,22/01/2024,STORE01,STAFF1003,CUST12458
39322,10/05/2023,STORE01,STAFF1003,CUST12575
39323,12/06/2024,STORE02,STAFF1039,CUST17167
39324,05/04/2023,STORE05,STAFF1042,CUST15239
39325,31/07/2023,STORE01,STAFF1003,CUST13632
39326,18/02/2024,STORE06,STAFF1020,CUST17749
39327,28/05/2024,STORE01,STAFF1003,CUST17592
39328,04/05/2023,STORE07,STAFF1005,CUST17346
39329,11/12/2023,STORE04,STAFF1008,CUST12128
39330,16/05/2024,STORE10,STAFF1026,CUST13472
39331,11/02/2024,STORE05,STAFF1023,CUST18979
39332,14/08/2023,STORE06,STAFF1013,CUST13678
39333,06/05/2023,STORE10,STAFF1026,CUST17310
39334,10/03/2024,STORE10,STAFF1038,CUST15567
39335,19/04/2024,STORE08,STAFF1016,CUST15922
39336,08/11/2023,STORE03,STAFF1021,CUST11813
39337,13/11/2023,STORE10,STAFF1045,CUST11894
39338,30/05/2024,STORE07,STAFF1005,CUST12405
39339,06/06/2023,STORE07,STAFF1040,CUST11276
39340,31/03/2023,STORE02,STAFF1037,CUST14469
39341,11/02/2023,STORE02,STAFF1006,CUST16875
39342,27/04/2024,STORE03,STAFF1014,CUST14320
39343,25/12/2023,STORE01,STAFF1003,CUST10843
39344,27/01/2024,STORE09,STAFF1046,CUST14053
39345,12/05/2023,STORE03,STAFF1031,CUST18086
39346,07/02/2023,STORE02,STAFF1035,CUST14799
39347,25/04/2023,STORE03,STAFF1031,CUST18683
39348,08/04/2024,STORE01,STAFF1003,CUST10560
39349,10/12/2023,STORE05,STAFF1023,CUST12553
39350,29/03/2023,STORE04,STAFF1004,CUST16975
39351,10/02/2024,STORE01,STAFF1003,CUST16920
39352,27/01/2023,STORE08,STAFF1001,CUST14065
39353,20/08/2023,STORE01,STAFF1003,CUST15827
39354,07/05/2024,STORE01,STAFF1003,CUST15865
39355,17/04/2024,STORE04,STAFF1004,CUST14648
39356,17/03/2023,STORE10,STAFF1007,CUST12784
39357,24/03/2023,STORE07,STAFF1040,CUST17969
39358,10/02/2023,STORE05,STAFF1023,CUST16261
39359,14/06/2023,STORE10,STAFF1043,CUST10917
39360,31/08/2023,STORE08,STAFF1016,CUST18460
39361,15/03/2024,STORE08,STAFF1025,CUST14632
39362,21/05/2024,STORE01,STAFF1003,CUST19830
39363,05/02/2023,STORE02,STAFF1037,CUST17060
39364,08/03/2024,STORE01,STAFF1003,CUST12413
39365,10/02/2023,STORE10,STAFF1028,CUST17940
39366,27/12/2023,STORE05,STAFF1050,CUST16524
39367,23/06/2024,STORE01,STAFF1003,CUST17009
39368,29/05/2023,STORE05,STAFF1050,CUST15151
39369,18/12/2023,STORE10,STAFF1007,CUST12206
39370,16/05/2024,STORE03,STAFF1009,CUST18465
39371,16/04/2023,STORE03,STAFF1034,CUST19698
39372,01/08/2023,STORE04,STAFF1024,CUST11225
39373,17/02/2024,STORE09,STAFF1041,CUST11465
39374,02/09/2023,STORE05,STAFF1042,CUST13868
39375,17/06/2023,STORE01,STAFF1003,CUST13064
39376,27/05/2023,STORE01,STAFF1003,CUST11044
39377,05/03/2024,STORE05,STAFF1033,CUST14861
39378,01/02/2023,STORE09,STAFF1046,CUST16230
39379,04/06/2023,STORE05,STAFF1050,CUST10153
39380,02/09/2023,STORE06,STAFF1032,CUST16354
39381,20/07/2023,STORE02,STAFF1006,CUST15846
39382,18/05/2023,STORE10,STAFF1045,CUST10643
39383,20/04/2023,STORE03,STAFF1034,CUST11131
39384,07/06/2023,STORE02,STAFF1035,CUST12391
39385,12/06/2023,STORE09,STAFF1018,CUST18564
39386,30/11/2023,STORE09,STAFF1041,CUST11799
39387,12/04/2024,STORE07,STAFF1040,CUST18467
39388,28/04/2023,STORE09,STAFF1018,CUST13293
39389,04/10/2023,STORE01,STAFF1003,CUST19030
39390,09/03/2024,STORE05,STAFF1023,CUST13098
39391,09/05/2024,STORE07,STAFF1048,CUST18997
39392,19/06/2024,STORE08,STAFF1002,CUST18984
39393,07/01/2024,STORE06,STAFF1015,CUST14853
39394,14/08/2023,STORE03,STAFF1021,CUST14210
39395,05/11/2023,STORE01,STAFF1003,CUST18556
39396,19/04/2024,STORE06,STAFF1013,CUST17690
39397,15/03/2023,STORE09,STAFF1018,CUST13021
39398,29/02/2024,STORE01,STAFF1003,CUST10137
39399,12/08/2023,STORE04,STAFF1049,CUST18271
39400,27/11/2023,STORE08,STAFF1002,CUST18434
39401,15/03/2023,STORE08,STAFF1002,CUST16270
39402,24/02/2024,STORE09,STAFF1018,CUST13064
39403,23/12/2023,STORE03,STAFF1021,CUST19267
39404,29/05/2023,STORE02,STAFF1037,CUST15711
39405,09/06/2024,STORE07,STAFF1048,CUST10888
39406,10/03/2023,STORE09,STAFF1018,CUST17591
39407,02/12/2023,STORE08,STAFF1001,CUST13645
39408,18/07/2023,STORE10,STAFF1028,CUST10717
39409,30/03/2023,STORE07,STAFF1048,CUST18386
39410,27/05/2023,STORE09,STAFF1010,CUST11558
39411,20/06/2024,STORE01,STAFF1003,CUST16323
39412,20/04/2024,STORE05,STAFF1033,CUST14466
39413,22/06/2023,STORE04,STAFF1049,CUST13356
39414,31/01/2024,STORE03,STAFF1034,CUST16546
39415,25/01/2024,STORE10,STAFF1028,CUST11683
39416,04/07/2023,STORE04,STAFF1024,CUST10028
39417,17/07/2023,STORE05,STAFF1042,CUST10485
39418,04/11/2023,STORE01,STAFF1003,CUST10649
39419,15/07/2023,STORE04,STAFF1049,CUST12629
39420,17/02/2023,STORE07,STAFF1017,CUST18908
39421,22/02/2024,STORE07,STAFF1022,CUST18336
39422,05/09/2023,STORE05,STAFF1042,CUST18124
39423,03/05/2023,STORE04,STAFF1024,CUST11009
39424,03/05/2024,STORE05,STAFF1042,CUST11405
39425,19/12/2023,STORE09,STAFF1018,CUST16990
39426,02/01/2024,STORE02,STAFF1037,CUST18799
39427,28/11/2023,STORE10,STAFF1043,CUST15610
39428,03/06/2023,STORE05,STAFF1033,CUST18653
39429,16/02/2023,STORE05,STAFF1050,CUST18570
39430,01/01/2024,STORE05,STAFF1023,CUST15611
39431,13/01/2023,STORE07,STAFF1048,CUST10948
39432,18/07/2023,STORE01,STAFF1003,CUST17267
39433,23/04/2023,STORE06,STAFF1030,CUST10194
39434,03/03/2024,STORE06,STAFF1032,CUST11586
39435,08/07/2023,STORE03,STAFF1021,CUST17141
39436,13/06/2024,STORE10,STAFF1007,CUST11701
39437,16/12/2023,STORE02,STAFF1035,CUST16332
39438,23/01/2023,STORE02,STAFF1006,CUST17374
39439,03/09/2023,STORE06,STAFF1032,CUST17883
39440,11/03/2023,STORE08,STAFF1019,CUST12189
39441,07/07/2023,STORE10,STAFF1045,CUST17671
39442,08/05/2024,STORE08,STAFF1002,CUST11418
39443,05/02/2023,STORE04,STAFF1049,CUST18971
39444,04/10/2023,STORE05,STAFF1050,CUST19000
39445,25/11/2023,STORE05,STAFF1050,CUST18843
39446,28/07/2023,STORE08,STAFF1036,CUST11366
39447,07/01/2023,STORE01,STAFF1003,CUST10498
39448,06/06/2024,STORE08,STAFF1002,CUST18646
39449,30/01/2023,STORE04,STAFF1024,CUST11300
39450,07/07/2023,STORE09,STAFF1046,CUST19386
39451,07/09/2023,STORE07,STAFF1040,CUST18929
39452,09/06/2023,STORE03,STAFF1031,CUST11332
39453,04/06/2024,STORE07,STAFF1022,CUST19039
39454,04/06/2023,STORE07,STAFF1005,CUST15444
39455,31/01/2024,STORE10,STAFF1007,CUST16304
39456,31/12/2023,STORE10,STAFF1045,CUST19094
39457,05/04/2024,STORE01,STAFF1003,CUST16568
39458,06/04/2023,STORE03,STAFF1034,CUST17755
39459,12/07/2023,STORE05,STAFF1050,CUST19587
39460,17/01/2024,STORE08,STAFF1001,CUST10075
39461,01/06/2023,STORE10,STAFF1007,CUST13540
39462,27/02/2023,STORE06,STAFF1013,CUST14728
39463,31/03/2024,STORE08,STAFF1025,CUST15245
39464,12/06/2023,STORE01,STAFF1003,CUST17566
39465,12/01/2024,STORE05,STAFF1033,CUST10645
39466,10/06/2023,STORE10,STAFF1007,CUST12466
39467,07/04/2023,STORE02,STAFF1037,CUST11122
39468,21/07/2023,STORE10,STAFF1028,CUST13897
39469,11/03/2023,STORE04,STAFF1024,CUST16566
39470,31/05/2024,STORE04,STAFF1024,CUST14215
39471,22/07/2023,STORE01,STAFF1003,CUST16500
39472,27/12/2023,STORE10,STAFF1043,CUST13251
39473,27/01/2023,STORE05,STAFF1033,CUST11525
39474,25/03/2024,STORE05,STAFF1050,CUST12280
39475,14/11/2023,STORE07,STAFF1022,CUST10372
39476,08/06/2024,STORE08,STAFF1019,CUST16764
39477,08/02/2023,STORE10,STAFF1045,CUST11783
39478,22/04/2024,STORE08,STAFF1036,CUST13705
39479,30/03/2024,STORE09,STAFF1010,CUST19735
39480,20/04/2024,STORE07,STAFF1040,CUST16703
39481,11/12/2023,STORE03,STAFF1031,CUST14083
39482,09/02/2023,STORE08,STAFF1016,CUST15301
39483,05/06/2024,STORE07,STAFF1005,CUST19916
39484,29/05/2023,STORE07,STAFF1048,CUST17157
39485,12/02/2024,STORE03,STAFF1047,CUST13388
39486,19/10/2023,STORE10,STAFF1007,CUST12722
39487,05/05/2024,STORE07,STAFF1048,CUST17856
39488,09/09/2023,STORE02,STAFF1035,CUST12823
39489,19/09/2023,STORE01,STAFF1003,CUST19927
39490,14/09/2023,STORE02,STAFF1037,CUST14371
39491,16/06/2024,STORE05,STAFF1050,CUST18255
39492,28/01/2024,STORE02,STAFF1006,CUST11958
39493,23/06/2024,STORE05,STAFF1023,CUST13669
39494,29/06/2024,STORE03,STAFF1047,CUST17853
39495,30/11/2023,STORE09,STAFF1046,CUST11536
39496,24/05/2023,STORE04,STAFF1024,CUST17992
39497,07/02/2024,STORE01,STAFF1003,CUST13226
39498,10/08/2023,STORE06,STAFF1015,CUST19149
39499,10/11/2023,STORE07,STAFF1048,CUST17876
39500,12/01/2023,STORE01,STAFF1003,CUST12985
39501,01/03/2023,STORE06,STAFF1020,CUST17764
39502,25/01/2024,STORE07,STAFF1017,CUST11209
39503,03/02/2023,STORE02,STAFF1035,CUST19935
39504,05/08/2023,STORE04,STAFF1004,CUST14188
39505,30/05/2024,STORE02,STAFF1037,CUST11607
39506,04/02/2023,STORE03,STAFF1034,CUST10244
39507,28/10/2023,STORE05,STAFF1050,CUST19494
39508,31/05/2023,STORE04,STAFF1024,CUST15915
39509,10/05/2023,STORE08,STAFF1002,CUST19527
39510,08/09/2023,STORE10,STAFF1043,CUST17333
39511,26/02/2024,STORE06,STAFF1030,CUST13348
39512,26/04/2023,STORE06,STAFF1015,CUST19858
39513,22/04/2024,STORE06,STAFF1013,CUST10440
39514,01/08/2023,STORE06,STAFF1020,CUST17721
39515,16/01/2023,STORE10,STAFF1007,CUST11651
39516,27/08/2023,STORE05,STAFF1023,CUST17549
39517,06/07/2023,STORE09,STAFF1018,CUST12641
39518,02/03/2023,STORE06,STAFF1030,CUST12860
39519,21/01/2024,STORE01,STAFF1003,CUST13792
39520,04/01/2024,STORE06,STAFF1013,CUST18549
39521,28/02/2024,STORE07,STAFF1048,CUST10004
39522,23/01/2023,STORE09,STAFF1046,CUST14286
39523,01/02/2023,STORE10,STAFF1007,CUST14435
39524,06/04/2023,STORE02,STAFF1035,CUST16877
39525,08/02/2023,STORE09,STAFF1041,CUST11831
39526,13/03/2024,STORE05,STAFF1023,CUST12141
39527,17/07/2023,STORE06,STAFF1044,CUST11215
39528,24/04/2023,STORE09,STAFF1046,CUST18067
39529,07/05/2023,STORE04,STAFF1024,CUST11708
39530,12/11/2023,STORE02,STAFF1039,CUST14959
39531,25/04/2024,STORE03,STAFF1047,CUST11962
39532,17/01/2023,STORE01,STAFF1003,CUST18887
39533,08/03/2023,STORE09,STAFF1041,CUST18424
39534,21/05/2024,STORE08,STAFF1029,CUST13048
39535,11/01/2023,STORE05,STAFF1042,CUST18886
39536,06/06/2024,STORE10,STAFF1028,CUST17767
39537,25/03/2024,STORE04,STAFF1004,CUST12389
39538,06/07/2023,STORE10,STAFF1007,CUST10627
39539,05/06/2023,STORE10,STAFF1045,CUST14749
39540,25/01/2023,STORE10,STAFF1028,CUST10154
39541,31/12/2023,STORE06,STAFF1044,CUST19178
39542,01/11/2023,STORE03,STAFF1014,CUST10124
39543,28/06/2024,STORE05,STAFF1023,CUST13626
39544,15/11/2023,STORE02,STAFF1037,CUST16571
39545,12/12/2023,STORE09,STAFF1018,CUST16227
39546,12/05/2024,STORE02,STAFF1035,CUST18160
39547,18/10/2023,STORE04,STAFF1004,CUST15341
39548,04/01/2024,STORE01,STAFF1003,CUST15725
39549,30/04/2023,STORE09,STAFF1010,CUST16288
39550,26/05/2024,STORE07,STAFF1040,CUST15768
39551,03/06/2024,STORE02,STAFF1006,CUST11952
39552,12/05/2023,STORE08,STAFF1025,CUST18465
39553,15/03/2024,STORE02,STAFF1039,CUST10638
39554,14/01/2023,STORE08,STAFF1036,CUST15922
39555,19/05/2024,STORE10,STAFF1007,CUST19567
39556,18/11/2023,STORE05,STAFF1033,CUST15598
39557,29/09/2023,STORE02,STAFF1035,CUST11270
39558,11/02/2024,STORE04,STAFF1024,CUST10958
39559,04/01/2024,STORE05,STAFF1050,CUST11320
39560,05/05/2024,STORE01,STAFF1003,CUST11286
39561,27/05/2023,STORE02,STAFF1037,CUST13618
39562,29/01/2023,STORE10,STAFF1026,CUST10997
39563,26/06/2023,STORE04,STAFF1024,CUST14306
39564,13/05/2024,STORE07,STAFF1022,CUST10736
39565,08/06/2023,STORE08,STAFF1012,CUST14599
39566,28/06/2023,STORE10,STAFF1043,CUST14071
39567,08/01/2023,STORE01,STAFF1003,CUST18366
39568,07/05/2024,STORE06,STAFF1044,CUST10841
39569,29/04/2023,STORE03,STAFF1014,CUST17424
39570,21/10/2023,STORE07,STAFF1005,CUST19976
39571,03/11/2023,STORE05,STAFF1023,CUST10627
39572,24/06/2024,STORE02,STAFF1006,CUST15415
39573,17/07/2023,STORE03,STAFF1031,CUST17629
39574,16/04/2023,STORE02,STAFF1037,CUST12757
39575,14/04/2024,STORE10,STAFF1043,CUST19531
39576,26/02/2024,STORE09,STAFF1011,CUST16535
39577,07/06/2023,STORE06,STAFF1013,CUST14089
39578,26/06/2024,STORE02,STAFF1039,CUST15740
39579,13/02/2023,STORE10,STAFF1026,CUST15835
39580,23/06/2023,STORE06,STAFF1013,CUST11940
39581,31/01/2024,STORE10,STAFF1038,CUST16467
39582,05/08/2023,STORE05,STAFF1050,CUST17067
39583,05/08/2023,STORE08,STAFF1036,CUST10645
39584,21/05/2024,STORE07,STAFF1022,CUST10303
39585,24/02/2023,STORE05,STAFF1050,CUST12989
39586,20/10/2023,STORE04,STAFF1049,CUST15199
39587,08/04/2023,STORE10,STAFF1026,CUST18378
39588,10/07/2023,STORE03,STAFF1009,CUST19870
39589,17/05/2023,STORE10,STAFF1043,CUST10811
39590,10/01/2023,STORE01,STAFF1003,CUST15795
39591,13/11/2023,STORE06,STAFF1030,CUST15665
39592,13/05/2023,STORE02,STAFF1039,CUST16707
39593,15/10/2023,STORE04,STAFF1024,CUST17196
39594,17/10/2023,STORE03,STAFF1014,CUST11064
39595,13/01/2024,STORE09,STAFF1041,CUST14729
39596,22/02/2024,STORE05,STAFF1023,CUST19541
39597,22/02/2023,STORE01,STAFF1003,CUST10055
39598,01/02/2023,STORE04,STAFF1004,CUST11670
39599,21/06/2023,STORE09,STAFF1018,CUST12086
39600,22/06/2024,STORE07,STAFF1040,CUST17770
39601,14/01/2024,STORE09,STAFF1011,CUST17109
39602,22/03/2024,STORE10,STAFF1007,CUST16125
39603,03/03/2024,STORE07,STAFF1022,CUST18300
39604,23/02/2024,STORE04,STAFF1024,CUST16766
39605,11/01/2024,STORE03,STAFF1031,CUST16724
39606,14/04/2024,STORE03,STAFF1009,CUST11857
39607,23/10/2023,STORE01,STAFF1003,CUST10184
39608,12/02/2024,STORE10,STAFF1045,CUST14057
39609,15/05/2024,STORE09,STAFF1010,CUST14962
39610,09/02/2023,STORE10,STAFF1007,CUST19079
39611,11/08/2023,STORE07,STAFF1048,CUST17379
39612,10/02/2024,STORE07,STAFF1017,CUST13929
39613,12/01/2024,STORE10,STAFF1028,CUST10166
39614,18/09/2023,STORE06,STAFF1015,CUST12361
39615,27/01/2023,STORE01,STAFF1003,CUST14237
39616,31/08/2023,STORE07,STAFF1005,CUST17158
39617,23/07/2023,STORE03,STAFF1021,CUST14511
39618,09/03/2024,STORE05,STAFF1042,CUST13206
39619,22/03/2023,STORE06,STAFF1015,CUST13513
39620,04/02/2024,STORE01,STAFF1003,CUST18142
39621,02/03/2024,STORE10,STAFF1043,CUST16461
