SaleItemID,SaleID,ProductID,Quantity,LineTotal
4173,90637,PROD2682,2,59.22
4174,125772,PROD2622,1,99.83
4175,123292,PROD2158,4,203.36
4176,93026,PROD2462,4,353.36
4177,55240,PROD2323,5,219.4
4178,52924,PROD2995,1,60.93
4179,88159,PROD2004,5,247.7
4180,121692,PROD2393,2,48.72
4181,119485,PROD2594,4,229.52
4182,108646,PROD2329,5,161.55
4183,51527,PROD2214,3,267.24
4184,46130,PROD2866,4,28.84
4185,106541,PROD2787,3,146.91
4186,47320,PROD2416,5,249.65
4187,71604,PROD2943,2,56.76
4188,120580,PROD2006,3,162.57
4189,82637,PROD2683,5,238.85
4190,38496,PROD2700,4,167.92
4191,114181,PROD2646,3,127.89
4192,78513,PROD2196,3,140.88
4193,81615,PROD2083,2,131.44
4194,76093,PROD2345,3,263.58
4195,63437,PROD2187,4,165.2
4196,106190,PROD2084,5,124.4
4197,57104,PROD2224,3,235.95
4198,123043,PROD2017,3,171.96
4199,33844,PROD2472,3,13.08
4200,32705,PROD2885,1,53.33
4201,78706,PROD2698,5,296.15
4202,43473,PROD2215,1,59.35
4203,124622,PROD2900,1,24.16
4204,85132,PROD2047,3,226.47
4205,37843,PROD2500,3,264.3
4206,57905,PROD2838,5,174.85
4207,31138,PROD2503,2,193.06
4208,30670,PROD2350,4,177.4
4209,53383,PROD2173,1,33.39
4210,37686,PROD2319,4,31.36
4211,121788,PROD2724,2,33.46
4212,65555,PROD2684,4,341.48
4213,33368,PROD2343,4,47.24
4214,65981,PROD2080,4,30.28
4215,34600,PROD2123,3,76.17
4216,45984,PROD2426,5,196
4217,51336,PROD2159,1,86.86
4218,59764,PROD2423,4,112.64
4219,86734,PROD2068,2,137.98
4220,125176,PROD2790,4,211.8
4221,53772,PROD2481,4,152.4
4222,106369,PROD2734,1,56.92
4223,121559,PROD2937,4,150.92
4224,121081,PROD2993,2,43.46
4225,79245,PROD2400,5,94.2
4226,32607,PROD2195,3,172.2
4227,64553,PROD2878,4,134.12
4228,33417,PROD2378,1,15.98
4229,38068,PROD2057,3,211.47
4230,62463,PROD2568,1,38.32
4231,101150,PROD2859,2,102.28
4232,129278,PROD2230,2,147.82
4233,104276,PROD2268,5,16.9
4234,56081,PROD2921,4,272.72
4235,57080,PROD2298,4,305.6
4236,102445,PROD2279,5,391.3
4237,111773,PROD2980,1,56.3
4238,113198,PROD2983,3,17.22
4239,55303,PROD2832,4,375.96
4240,75414,PROD2183,3,121.44
4241,36425,PROD2563,1,46.94
4242,96464,PROD2765,5,157.45
4243,95109,PROD2931,3,21.27
4244,60793,PROD2384,1,60.15
4245,50278,PROD2750,3,211.77
4246,125646,PROD2117,3,119.76
4247,106953,PROD2382,5,451.65
4248,40193,PROD2240,3,279.6
4249,114588,PROD2559,3,33.84
4250,65472,PROD2502,1,48.16
4251,85338,PROD2579,3,268.05
4252,32092,PROD2212,2,41.2
4253,113288,PROD2962,3,36.42
4254,38264,PROD2183,4,161.92
4255,52887,PROD2707,2,30
4256,60510,PROD2204,5,302.25
4257,115000,PROD2350,1,44.35
4258,98396,PROD2495,2,35.68
4259,47647,PROD2465,3,227.97
4260,66472,PROD2570,1,46.62
4261,35230,PROD2622,1,99.83
4262,61318,PROD2348,4,339.52
4263,31771,PROD2606,5,5.1
4264,68247,PROD2535,1,29.76
4265,109836,PROD2546,4,207.64
4266,51412,PROD2916,3,297.9
4267,62203,PROD2953,1,43.6
4268,35283,PROD2284,1,56.82
4269,51159,PROD2738,1,86.59
4270,40627,PROD2955,1,41.89
4271,38841,PROD2886,1,89.97
4272,91278,PROD2833,3,121.65
4273,98465,PROD2956,1,80.15
4274,76253,PROD2060,2,12.18
4275,57169,PROD2544,1,11.09
4276,71944,PROD2486,2,148.58
4277,82383,PROD2055,4,43.28
4278,99918,PROD2134,2,132.34
4279,93915,PROD2048,5,487.45
4280,118330,PROD2316,4,343.52
4281,66202,PROD2455,5,148.05
4282,110969,PROD2987,2,26.84
4283,99780,PROD2221,1,46.1
4284,49812,PROD2528,5,73.55
4285,96010,PROD2336,1,66.63
4286,119944,PROD2634,5,235.45
4287,71354,PROD2792,5,361.6
4288,38148,PROD2354,4,285.64
4289,63069,PROD2929,2,95.32
4290,89224,PROD2099,2,91.2
4291,56551,PROD2001,2,61.3
4292,110766,PROD2200,3,191.01
4293,63206,PROD2658,2,154.74
4294,103818,PROD2213,3,15.48
4295,93565,PROD2429,3,268.71
4296,108029,PROD2714,1,89.04
4297,58783,PROD2319,1,7.84
4298,100199,PROD2139,3,56.64
4299,66386,PROD2244,5,344.1
4300,125378,PROD2730,3,34.38
4301,34704,PROD2172,4,103.24
4302,66519,PROD2094,4,194.64
4303,114695,PROD2215,4,237.4
4304,112260,PROD2483,1,84.9
4305,59180,PROD2289,4,247.12
4306,109271,PROD2386,2,64.72
4307,56610,PROD2675,2,109.22
4308,51233,PROD2575,4,195.48
4309,74549,PROD2083,3,197.16
4310,120190,PROD2169,2,66.18
4311,91225,PROD2208,1,42.18
4312,45664,PROD2387,2,159.24
4313,36053,PROD2991,3,250.95
4314,109120,PROD2773,2,158.7
4315,100716,PROD2434,1,8.16
4316,63156,PROD2588,5,403.85
4317,83444,PROD2415,5,404.65
4318,80477,PROD2719,4,311.92
4319,99271,PROD2801,1,74.96
4320,32030,PROD2048,2,194.98
4321,59764,PROD2310,3,43.29
4322,78765,PROD2660,2,147.22
4323,67473,PROD2561,3,193.32
4324,69973,PROD2151,2,86.66
4325,102651,PROD2420,4,291.68
4326,67368,PROD2402,5,419.15
4327,56446,PROD2148,3,204.3
4328,58614,PROD2066,5,473.05
4329,81252,PROD2247,1,46.08
4330,70452,PROD2472,4,17.44
4331,47286,PROD2675,2,109.22
4332,98434,PROD2600,2,61.44
4333,53989,PROD2434,4,32.64
4334,122059,PROD2763,3,193.41
4335,103603,PROD2134,4,264.68
4336,105584,PROD2117,4,159.68
4337,74481,PROD2303,4,193.2
4338,40552,PROD2137,3,99.69
4339,79601,PROD2145,5,367.35
4340,33600,PROD2740,5,33.95
4341,105643,PROD2329,1,32.31
4342,99346,PROD2931,1,7.09
4343,110055,PROD2920,4,317.92
4344,73725,PROD2424,4,47.76
4345,90491,PROD2232,1,19.8
4346,88501,PROD2793,1,26.19
4347,34304,PROD2590,4,157.64
4348,45252,PROD2048,4,389.96
4349,31196,PROD2441,4,348.2
4350,51481,PROD2905,4,206.28
4351,105438,PROD2826,2,6.04
4352,103420,PROD2168,3,200.1
4353,111660,PROD2833,4,162.2
4354,113661,PROD2646,2,85.26
4355,40333,PROD2328,4,128.76
4356,79914,PROD2051,3,80.67
4357,74397,PROD2852,2,193.36
4358,70603,PROD2943,4,113.52
4359,39344,PROD2414,5,113.7
4360,75478,PROD2478,5,15.9
4361,51964,PROD2305,2,53.54
4362,86091,PROD2653,2,90.48
4363,45780,PROD2594,1,57.38
4364,106654,PROD2084,5,124.4
4365,103831,PROD2081,5,197.85
4366,111636,PROD2724,4,66.92
4367,41562,PROD2908,3,169.17
4368,121219,PROD2897,1,64.59
4369,120048,PROD2928,4,130.84
4370,106144,PROD2364,5,465.2
4371,87584,PROD2113,3,92.67
4372,90879,PROD2051,2,53.78
4373,85017,PROD2849,1,87.78
4374,50982,PROD2786,3,185.28
4375,125165,PROD2888,1,98.06
4376,97950,PROD2654,2,17.18
4377,94382,PROD2798,5,81.45
4378,53182,PROD2790,3,158.85
4379,70399,PROD2428,2,153.04
4380,82518,PROD2349,3,114.84
4381,111565,PROD2742,3,247.74
4382,66037,PROD2604,2,41.56
4383,111919,PROD2258,4,307.96
4384,31559,PROD2020,5,177.55
4385,81439,PROD2704,3,259.98
4386,109308,PROD2978,1,65.84
4387,84271,PROD2748,4,344.96
4388,118145,PROD2829,1,52.95
4389,126637,PROD2751,3,214.5
4390,95205,PROD2430,4,8.92
4391,123948,PROD2066,1,94.61
4392,75033,PROD2289,4,247.12
4393,91501,PROD2133,5,498.65
4394,58172,PROD2948,3,156.12
4395,79606,PROD2440,3,151.5
4396,108945,PROD2421,1,74.69
4397,56437,PROD2962,1,12.14
4398,54589,PROD2961,3,64.65
4399,38695,PROD2441,3,261.15
4400,103150,PROD2270,2,198.48
4401,94724,PROD2468,4,180.96
4402,113187,PROD2588,5,403.85
4403,55845,PROD2915,4,387.36
4404,34746,PROD2022,1,34.99
4405,119065,PROD2336,5,333.15
4406,81330,PROD2537,2,45.24
4407,43083,PROD2175,1,80.13
4408,85409,PROD2926,2,170.72
4409,75160,PROD2527,5,96.6
4410,89868,PROD2580,1,98.58
4411,55329,PROD2671,2,109.32
4412,98467,PROD2603,1,60.62
4413,94913,PROD2893,1,20.09
4414,115857,PROD2197,3,18.69
4415,97563,PROD2957,4,362.72
4416,43683,PROD2136,3,245.91
4417,58529,PROD2084,4,99.52
4418,107491,PROD2047,1,75.49
4419,41638,PROD2936,1,4.42
4420,111629,PROD2940,4,283.64
4421,105827,PROD2777,3,12.03
4422,56383,PROD2074,3,89.31
4423,117766,PROD2839,4,270.56
4424,41874,PROD2850,3,100.32
4425,123416,PROD2144,3,277.89
4426,104518,PROD2258,1,76.99
4427,92084,PROD2008,5,16.55
4428,85246,PROD2937,1,37.73
4429,35052,PROD2570,4,186.48
4430,52231,PROD2219,4,289.6
4431,70606,PROD2312,1,17.66
4432,61593,PROD2800,1,34.85
4433,35736,PROD2045,3,8.73
4434,30119,PROD2022,4,139.96
4435,109880,PROD2035,4,281.8
4436,103466,PROD2422,2,80.8
4437,90267,PROD2324,2,116.38
4438,46587,PROD2870,2,83.48
4439,53384,PROD2419,1,83.27
4440,86461,PROD2672,1,17.61
4441,79354,PROD2611,1,4.96
4442,94529,PROD2955,2,83.78
4443,52218,PROD2141,3,192.87
4444,123927,PROD2326,1,5.39
4445,128668,PROD2568,2,76.64
4446,60654,PROD2126,1,74.79
4447,40571,PROD2127,4,327.52
4448,113034,PROD2826,1,3.02
4449,122757,PROD2246,5,175.45
4450,127196,PROD2783,4,155.92
4451,84952,PROD2354,2,142.82
4452,86100,PROD2249,3,96.66
4453,79088,PROD2373,3,82.14
4454,61926,PROD2307,2,59.62
4455,40177,PROD2082,1,20.98
4456,68699,PROD2695,3,130.83
4457,44858,PROD2495,3,53.52
4458,93717,PROD2964,2,61.7
4459,113286,PROD2250,1,97.57
4460,117227,PROD2295,2,163.8
4461,106664,PROD2855,2,62.02
4462,52413,PROD2325,4,216.2
4463,122541,PROD2164,2,128
4464,108211,PROD2916,4,397.2
4465,50858,PROD2978,1,65.84
4466,85104,PROD2782,3,188.43
4467,34595,PROD2705,3,275.97
4468,127455,PROD2447,4,193.56
4469,82459,PROD2003,4,8.32
4470,54636,PROD2340,5,71
4471,32042,PROD2993,3,65.19
4472,32472,PROD2190,2,76.12
4473,42691,PROD2859,1,51.14
4474,40284,PROD2319,5,39.2
4475,83405,PROD2672,3,52.83
4476,122458,PROD2896,5,220.95
4477,120796,PROD2353,5,168.1
4478,76835,PROD2796,3,26.88
4479,125591,PROD2742,4,330.32
4480,106750,PROD2524,1,37.39
4481,123478,PROD2233,1,49.55
4482,109675,PROD2684,1,85.37
4483,38241,PROD2636,4,313.24
4484,105534,PROD2334,3,43.59
4485,112678,PROD2484,4,229.48
4486,34202,PROD2973,4,375.64
4487,121226,PROD2454,4,210.72
4488,69422,PROD2152,3,238.17
4489,117681,PROD2141,2,128.58
4490,49304,PROD2540,2,21.56
4491,126692,PROD2658,3,232.11
4492,40837,PROD2230,4,295.64
4493,97879,PROD2999,5,439.4
4494,88838,PROD2574,3,267.54
4495,95932,PROD2734,1,56.92
4496,72445,PROD2996,2,18.4
4497,35239,PROD2837,5,16.25
4498,34031,PROD2960,4,188.96
4499,58176,PROD2922,5,395.75
4500,93248,PROD2729,2,3.84
4501,88167,PROD2960,5,236.2
4502,76386,PROD2860,2,184.96
4503,66134,PROD2796,5,44.8
4504,86020,PROD2586,5,255.7
4505,61609,PROD2283,1,25.29
4506,34673,PROD2759,5,496.45
4507,111077,PROD2164,1,64
4508,98437,PROD2304,2,134.08
4509,84956,PROD2248,1,88.98
4510,72583,PROD2740,5,33.95
4511,85522,PROD2044,3,139.5
4512,53529,PROD2239,2,172.5
4513,129375,PROD2276,1,91.6
4514,78064,PROD2631,3,90.12
4515,39397,PROD2582,1,98.04
4516,59521,PROD2778,3,49.44
4517,62880,PROD2735,4,136.68
4518,84382,PROD2701,3,219.99
4519,31562,PROD2075,1,38.95
4520,53665,PROD2683,3,143.31
4521,111404,PROD2970,2,119.24
4522,92606,PROD2838,5,174.85
4523,64067,PROD2201,3,228.63
4524,80226,PROD2139,4,75.52
4525,61843,PROD2850,3,100.32
4526,42512,PROD2602,5,379.3
4527,126707,PROD2969,1,27.89
4528,56879,PROD2380,3,273.57
4529,34585,PROD2761,3,66.84
4530,74544,PROD2725,4,241.2
4531,92065,PROD2335,3,121.62
4532,83504,PROD2723,1,51.5
4533,76675,PROD2550,1,5.28
4534,102857,PROD2879,5,78.25
4535,94882,PROD2158,2,101.68
4536,45146,PROD2796,3,26.88
4537,59818,PROD2958,3,216.51
4538,85260,PROD2823,1,62.1
4539,98774,PROD2651,1,17.83
4540,67772,PROD2929,1,47.66
4541,89595,PROD2198,1,22.48
4542,95497,PROD2905,2,103.14
4543,34090,PROD2513,4,10.88
4544,64817,PROD2493,4,145.24
4545,42616,PROD2635,5,61.1
4546,31966,PROD2344,2,98.52
4547,64823,PROD2330,3,136.41
4548,77353,PROD2915,2,193.68
4549,105118,PROD2721,4,44.6
4550,116048,PROD2579,1,89.35
4551,78032,PROD2171,1,42.21
4552,49134,PROD2293,3,186.18
4553,112847,PROD2881,5,162.55
4554,80131,PROD2030,3,24.99
4555,51492,PROD2394,5,138.95
4556,88800,PROD2621,5,409.75
4557,111101,PROD2463,1,70.08
4558,56387,PROD2496,4,7.64
4559,92582,PROD2490,4,100.32
4560,72146,PROD2272,5,95.6
4561,93393,PROD2416,4,199.72
4562,106330,PROD2751,5,357.5
4563,118153,PROD2525,2,154.6
4564,54491,PROD2289,5,308.9
4565,95234,PROD2206,5,45.4
4566,70094,PROD2039,5,452.35
4567,121853,PROD2007,1,31.65
4568,34384,PROD2219,4,289.6
4569,104044,PROD2986,1,37.65
4570,114827,PROD2046,3,61.26
4571,88753,PROD2229,2,30.72
4572,109941,PROD2394,1,27.79
4573,99200,PROD2219,3,217.2
4574,84564,PROD2247,4,184.32
4575,126922,PROD2266,3,6.21
4576,110267,PROD2565,1,10.46
4577,62811,PROD2510,3,227.91
4578,67265,PROD2964,1,30.85
4579,89975,PROD2149,1,56.29
4580,128066,PROD2363,3,32.37
4581,75822,PROD2672,5,88.05
4582,30532,PROD2162,5,442.85
4583,82655,PROD2244,2,137.64
4584,102148,PROD2741,2,65.72
4585,57065,PROD2341,3,36.9
4586,65252,PROD2795,3,58.41
4587,77071,PROD2138,4,236.44
4588,60947,PROD2649,5,36.2
4589,101079,PROD2270,4,396.96
4590,45921,PROD2035,2,140.9
4591,128810,PROD2472,3,13.08
4592,119869,PROD2539,4,20.76
4593,34265,PROD2262,4,114.76
4594,38107,PROD2441,1,87.05
4595,60559,PROD2878,1,33.53
4596,85353,PROD2777,3,12.03
4597,34813,PROD2005,4,258.24
4598,122445,PROD2989,2,89.16
4599,129661,PROD2568,1,38.32
4600,75734,PROD2167,4,294.6
4601,101455,PROD2509,1,83.42
4602,66204,PROD2816,1,93.47
4603,35685,PROD2763,1,64.47
4604,103895,PROD2921,4,272.72
4605,47542,PROD2959,2,186.78
4606,105885,PROD2815,1,41.54
4607,30787,PROD2871,2,157.66
4608,46938,PROD2051,5,134.45
4609,56386,PROD2932,1,28.59
4610,107452,PROD2395,5,88.6
4611,41300,PROD2001,2,61.3
4612,104770,PROD2940,3,212.73
4613,39292,PROD2486,3,222.87
4614,81903,PROD2093,1,31.07
4615,93136,PROD2596,1,98.89
4616,76728,PROD2863,2,199.32
4617,60533,PROD2247,2,92.16
4618,31766,PROD2219,2,144.8
4619,128126,PROD2610,1,90.25
4620,36372,PROD2913,2,146.18
4621,69304,PROD2882,2,20.14
4622,53654,PROD2828,4,361.4
4623,81166,PROD2302,5,53.55
4624,113997,PROD2259,5,374.6
4625,120639,PROD2511,5,238.35
4626,59997,PROD2924,1,38.96
4627,96742,PROD2845,1,56.84
4628,78353,PROD2255,1,35.61
4629,110492,PROD2429,1,89.57
4630,73907,PROD2003,3,6.24
4631,32782,PROD2303,4,193.2
4632,85680,PROD2061,1,16.54
4633,106357,PROD2549,1,3.03
4634,38281,PROD2045,3,8.73
4635,123069,PROD2138,2,118.22
4636,127418,PROD2162,2,177.14
4637,52099,PROD2070,5,436.3
4638,36315,PROD2509,4,333.68
4639,104896,PROD2213,5,25.8
4640,123964,PROD2584,1,15.65
4641,104762,PROD2936,1,4.42
4642,35419,PROD2966,3,39.24
4643,114252,PROD2059,2,88.42
4644,118415,PROD2996,3,27.6
4645,43431,PROD2871,2,157.66
4646,66545,PROD2158,5,254.2
4647,64200,PROD2307,2,59.62
4648,77067,PROD2494,5,49.2
4649,72474,PROD2493,5,181.55
4650,110614,PROD2293,1,62.06
4651,110339,PROD2043,1,87.15
4652,79794,PROD2178,1,35.36
4653,87554,PROD2190,2,76.12
4654,98483,PROD2141,2,128.58
4655,32854,PROD2770,1,50.73
4656,114639,PROD2648,2,87.1
4657,79699,PROD2533,4,151.52
4658,40414,PROD2170,3,6.9
4659,122495,PROD2452,5,242.4
4660,75548,PROD2197,1,6.23
4661,32664,PROD2157,5,277.7
4662,83700,PROD2548,3,120.69
4663,80278,PROD2128,1,47.41
4664,118494,PROD2730,2,22.92
4665,112527,PROD2060,5,30.45
4666,49735,PROD2252,1,60.26
4667,84668,PROD3000,2,195.54
4668,58856,PROD2534,4,103.84
4669,56719,PROD2040,3,145.53
4670,89568,PROD2498,1,37.68
4671,110445,PROD2799,2,138.92
4672,97499,PROD2790,1,52.95
4673,59092,PROD2758,4,136.84
4674,110162,PROD2379,5,121.95
4675,66871,PROD2626,3,133.92
4676,77086,PROD2745,4,369.4
4677,113128,PROD2008,2,6.62
4678,94695,PROD2424,4,47.76
4679,67217,PROD2921,1,68.18
4680,110237,PROD2627,5,279.4
4681,112650,PROD2826,5,15.1
4682,74587,PROD2451,2,17.56
4683,103645,PROD2633,1,61.16
4684,107868,PROD2653,1,45.24
4685,54831,PROD2225,4,245.12
4686,107372,PROD2730,2,22.92
4687,45848,PROD2730,5,57.3
4688,68390,PROD2842,1,45.99
4689,122457,PROD2004,4,198.16
4690,96644,PROD2061,2,33.08
4691,79272,PROD2985,1,33.49
4692,34868,PROD2367,1,87.57
4693,120695,PROD2585,1,10.09
4694,94448,PROD2297,2,86.62
4695,82504,PROD2961,3,64.65
4696,121486,PROD2317,5,402.15
4697,86434,PROD2618,4,94.56
4698,105304,PROD2326,4,21.56
4699,79801,PROD2091,4,371.84
4700,41874,PROD2247,1,46.08
4701,122249,PROD2125,3,165.84
4702,95132,PROD2983,2,11.48
4703,109445,PROD2359,5,58.25
4704,31965,PROD2054,1,70.23
4705,38469,PROD2753,4,356.84
4706,69446,PROD2029,2,194.72
4707,36384,PROD2707,3,45
4708,121129,PROD2235,5,48.9
4709,83560,PROD2813,1,75.7
4710,102010,PROD2947,2,38.1
4711,123456,PROD2630,2,74.68
4712,50950,PROD2461,5,162.7
4713,99834,PROD2306,4,291.8
4714,124035,PROD2663,3,116.49
4715,128970,PROD2285,3,274.26
4716,99235,PROD2999,3,263.64
4717,37297,PROD2764,1,13.93
4718,116285,PROD2641,4,354.04
4719,104803,PROD2533,4,151.52
4720,58513,PROD2039,1,90.47
4721,122455,PROD2561,3,193.32
4722,125542,PROD2104,5,282.5
4723,50482,PROD2075,4,155.8
4724,89487,PROD2328,4,128.76
4725,71143,PROD2183,3,121.44
4726,44675,PROD2824,5,116.15
4727,104994,PROD2486,1,74.29
4728,120669,PROD2261,1,63.29
4729,70526,PROD2608,4,310.64
4730,90018,PROD2616,5,331.05
4731,92664,PROD2181,1,6.96
4732,53451,PROD2278,3,24.09
4733,94681,PROD2839,2,135.28
4734,118443,PROD2696,5,149.1
4735,61870,PROD2250,1,97.57
4736,81495,PROD2688,3,254.97
4737,32750,PROD2342,2,65.76
4738,122931,PROD2610,2,180.5
4739,40713,PROD2475,1,46.4
4740,39359,PROD2609,2,169.78
4741,102401,PROD2264,1,7.85
4742,93563,PROD2104,4,226
4743,107222,PROD2898,4,330
4744,41019,PROD2317,4,321.72
4745,32521,PROD2587,5,83.75
4746,83914,PROD2145,1,73.47
4747,72118,PROD2854,5,21.05
4748,111287,PROD2008,4,13.24
4749,45830,PROD2985,1,33.49
4750,33825,PROD2246,4,140.36
4751,106312,PROD2665,1,3.73
4752,47007,PROD2574,4,356.72
4753,81335,PROD2467,2,141.48
4754,32861,PROD2838,2,69.94
4755,62481,PROD2545,4,204.84
4756,40317,PROD2696,1,29.82
4757,98860,PROD2960,3,141.72
4758,55732,PROD2176,2,70.2
4759,88092,PROD2007,3,94.95
4760,107835,PROD2582,1,98.04
4761,80977,PROD2674,1,97.95
4762,123525,PROD2226,3,140.79
4763,107570,PROD2703,4,50.92
4764,45271,PROD2521,4,202.8
4765,39258,PROD2979,3,168.66
4766,117255,PROD2309,2,194.86
4767,58339,PROD2314,1,39.5
4768,64658,PROD2521,5,253.5
4769,55118,PROD2291,4,9.52
4770,66992,PROD2164,3,192
4771,106866,PROD2333,4,151.32
4772,36229,PROD2503,1,96.53
4773,92695,PROD2073,5,493.25
4774,123249,PROD2591,5,222.4
4775,32086,PROD2822,5,33.85
4776,68792,PROD2831,1,34.56
4777,58691,PROD2578,2,114.64
4778,68964,PROD2425,1,78.22
4779,72680,PROD2702,3,81.39
4780,40271,PROD2067,1,14.71
4781,128119,PROD2926,1,85.36
4782,109131,PROD2645,1,50.98
4783,76815,PROD2287,3,85.83
4784,63013,PROD2399,1,89.36
4785,49859,PROD2650,1,74.46
4786,94459,PROD2509,1,83.42
4787,69947,PROD2332,3,36.54
4788,121314,PROD2004,1,49.54
4789,77684,PROD2754,5,114.45
4790,99056,PROD2560,4,127.04
4791,125451,PROD2137,4,132.92
4792,113123,PROD2946,5,190
4793,66893,PROD2625,1,32.74
4794,51265,PROD2680,3,162.24
4795,47157,PROD2530,4,235.76
4796,92809,PROD2413,5,37.4
4797,110664,PROD2253,1,12.86
4798,107802,PROD2864,4,194.48
4799,63492,PROD2054,1,70.23
4800,58609,PROD2160,1,36.25
4801,47228,PROD2131,5,395.1
4802,103190,PROD2610,4,361
4803,81464,PROD2186,2,110.9
4804,71843,PROD2179,3,229.17
4805,115445,PROD2310,5,72.15
4806,104741,PROD2537,4,90.48
4807,93970,PROD2553,5,166.9
4808,46454,PROD2627,5,279.4
4809,68008,PROD2928,3,98.13
4810,128882,PROD2642,4,341.48
4811,118838,PROD2048,1,97.49
4812,114618,PROD2999,5,439.4
4813,71948,PROD2043,2,174.3
4814,74642,PROD2805,5,308.1
4815,98261,PROD2053,3,126.36
4816,63518,PROD2073,1,98.65
4817,35897,PROD2958,5,360.85
4818,55157,PROD2179,5,381.95
4819,87805,PROD2625,1,32.74
4820,63853,PROD2816,3,280.41
4821,105153,PROD2861,3,19.35
4822,97301,PROD2055,1,10.82
4823,53344,PROD2179,2,152.78
4824,85937,PROD2935,2,148.44
4825,36844,PROD2506,3,96.75
4826,63795,PROD2907,2,121.46
4827,68218,PROD2231,5,439.8
4828,125321,PROD2057,5,352.45
4829,77515,PROD2360,1,97.24
4830,109975,PROD2249,1,32.22
4831,63410,PROD2062,1,35.3
4832,79621,PROD2779,3,260.16
4833,79259,PROD2339,2,159.02
4834,83780,PROD2463,4,280.32
4835,128356,PROD2353,3,100.86
4836,61858,PROD2858,3,299.04
4837,112109,PROD2679,1,59.05
4838,122360,PROD2739,5,311.3
4839,110939,PROD2444,4,299.96
4840,67544,PROD2808,1,14.68
4841,85566,PROD2890,5,225.65
4842,71279,PROD2736,2,6.1
4843,72744,PROD2727,3,252.66
4844,112795,PROD2354,5,357.05
4845,99149,PROD2343,1,11.81
4846,103140,PROD2851,4,320.12
4847,59512,PROD2929,5,238.3
4848,70858,PROD2477,3,36.9
4849,119910,PROD2024,5,342.2
4850,97111,PROD2130,4,263.52
4851,52135,PROD2005,4,258.24
4852,53980,PROD2732,1,81.04
4853,44008,PROD2808,2,29.36
4854,123416,PROD2811,4,175.44
4855,65509,PROD2870,2,83.48
4856,113395,PROD2233,5,247.75
4857,109366,PROD2305,5,133.85
4858,48424,PROD2286,2,148.02
4859,61096,PROD2423,5,140.8
4860,63328,PROD2484,1,57.37
4861,101571,PROD2051,3,80.67
4862,46655,PROD2448,5,228.9
4863,113019,PROD2326,2,10.78
4864,88081,PROD2904,5,114.75
4865,34398,PROD2866,3,21.63
4866,88067,PROD2787,5,244.85
4867,31193,PROD2913,3,219.27
4868,117984,PROD2791,3,106.83
4869,99359,PROD2618,1,23.64
4870,36940,PROD2512,4,197.24
4871,32792,PROD2709,4,331.64
4872,69367,PROD2795,2,38.94
4873,56025,PROD2383,5,88.55
4874,95181,PROD2307,2,59.62
4875,127944,PROD2694,2,93.7
4876,31446,PROD2518,5,386.5
4877,60710,PROD2944,4,263.44
4878,71527,PROD2215,3,178.05
4879,98430,PROD2326,3,16.17
4880,73892,PROD2360,1,97.24
4881,61949,PROD2311,3,152.79
4882,36738,PROD2284,4,227.28
4883,115477,PROD2189,4,363.68
4884,35101,PROD2896,5,220.95
4885,58629,PROD2806,4,358.64
4886,115860,PROD2867,2,27.1
4887,124091,PROD2864,1,48.62
4888,128692,PROD2706,4,62.8
4889,78024,PROD2314,1,39.5
4890,81367,PROD2774,5,255.45
4891,124542,PROD2597,5,437.65
4892,61073,PROD2041,5,91.8
4893,58691,PROD2119,4,354.88
4894,47149,PROD2027,5,423.8
4895,61560,PROD2460,3,69.51
4896,83212,PROD2979,4,224.88
4897,117182,PROD2130,5,329.4
4898,66961,PROD2635,5,61.1
4899,95984,PROD2076,4,234.28
4900,74919,PROD2847,5,229.9
4901,121842,PROD2352,5,97.75
4902,63064,PROD2190,1,38.06
4903,121042,PROD2732,3,243.12
4904,76271,PROD2841,5,44.15
4905,60411,PROD2097,1,96.92
4906,85523,PROD2847,2,91.96
4907,100744,PROD2763,3,193.41
4908,38073,PROD2605,2,56.12
4909,66688,PROD2729,4,7.68
4910,108079,PROD2586,5,255.7
4911,62570,PROD2067,1,14.71
4912,54753,PROD2358,4,132.6
4913,81281,PROD2947,3,57.15
4914,42062,PROD2516,1,28.8
4915,46459,PROD2236,2,22.12
4916,108436,PROD2005,5,322.8
4917,91233,PROD2380,5,455.95
4918,84975,PROD2595,2,87.32
4919,107283,PROD2458,1,20.28
4920,34119,PROD2068,2,137.98
4921,99133,PROD2073,4,394.6
4922,89559,PROD2206,1,9.08
4923,109107,PROD2100,4,161.32
4924,99982,PROD2476,5,490.6
4925,89753,PROD2813,3,227.1
4926,61966,PROD2943,2,56.76
4927,57978,PROD2139,1,18.88
4928,101452,PROD2789,3,178.14
4929,47255,PROD2625,1,32.74
4930,49251,PROD2767,5,201.1
4931,44859,PROD2900,5,120.8
4932,109819,PROD2106,1,14.22
4933,119412,PROD2179,1,76.39
4934,76302,PROD2837,4,13
4935,119965,PROD2657,5,205.05
4936,57580,PROD2977,2,168.54
4937,52719,PROD2868,1,61.42
4938,121223,PROD2134,1,66.17
4939,102817,PROD2666,2,163.2
4940,56159,PROD2446,1,6.65
4941,75644,PROD2421,1,74.69
4942,91316,PROD2972,3,119.7
4943,78151,PROD2912,4,396.64
4944,76818,PROD2919,5,252.65
4945,47766,PROD2566,5,262.55
4946,65783,PROD2195,4,229.6
4947,128864,PROD2627,2,111.76
4948,49406,PROD2222,2,112.16
4949,72493,PROD2861,5,32.25
