InventoryID,ProductID,StoreID,Quantity,RestockDate
2890,PROD2890,STORE03,56,2023-08-05
2891,PROD2891,STORE03,27,2024-06-09
2892,PROD2892,STORE03,23,2023-01-26
2893,PROD2893,STORE03,80,2023-06-29
2894,PROD2894,STORE03,31,2024-05-27
2895,PROD2895,STORE03,75,2024-03-02
2896,PROD2896,STORE03,54,2023-09-21
2897,PROD2897,STORE03,83,2023-10-08
2898,PROD2898,STORE03,97,2023-02-10
2899,PROD2899,STORE03,47,2023-01-02
2900,PROD2900,STORE03,84,2023-02-01
2901,PROD2901,STORE03,49,2023-10-16
2902,PROD2902,STORE03,48,2023-02-23
2903,PROD2903,STORE03,98,2023-04-06
2904,PROD2904,STORE03,47,2023-03-18
2905,PROD2905,STORE03,54,2024-01-20
2906,PROD2906,STORE03,18,2023-06-28
2907,PROD2907,STORE03,36,2023-04-04
2908,PROD2908,STORE03,32,2023-06-28
2909,PROD2909,STORE03,7,2023-05-04
2910,PROD2910,STORE03,23,2023-06-12
2911,PROD2911,STORE03,97,2023-08-17
2912,PROD2912,STORE03,8,2024-05-18
2913,PROD2913,STORE03,22,2023-05-05
2914,PROD2914,STORE03,75,2024-06-03
2915,PROD2915,STORE03,75,2023-08-28
2916,PROD2916,STORE03,90,2023-01-11
2917,PROD2917,STORE03,81,2024-03-29
2918,PROD2918,STORE03,25,2023-09-25
2919,PROD2919,STORE03,55,2023-02-18
2920,PROD2920,STORE03,39,2023-10-23
2921,PROD2921,STORE03,7,2024-05-25
2922,PROD2922,STORE03,33,2023-12-30
2923,PROD2923,STORE03,99,2024-05-01
2924,PROD2924,STORE03,69,2023-03-06
2925,PROD2925,STORE03,76,2023-04-21
2926,PROD2926,STORE03,31,2023-12-05
2927,PROD2927,STORE03,82,2023-10-19
2928,PROD2928,STORE03,14,2023-07-14
2929,PROD2929,STORE03,84,2023-08-30
2930,PROD2930,STORE03,18,2024-04-18
2931,PROD2931,STORE03,94,2023-11-07
2932,PROD2932,STORE03,16,2023-08-16
2933,PROD2933,STORE03,30,2023-03-23
2934,PROD2934,STORE03,99,2023-07-15
2935,PROD2935,STORE03,83,2024-03-31
2936,PROD2936,STORE03,44,2023-11-11
2937,PROD2937,STORE03,97,2023-12-11
2938,PROD2938,STORE03,52,2023-12-17
2939,PROD2939,STORE03,26,2023-06-15
2940,PROD2940,STORE03,2,2023-03-29
2941,PROD2941,STORE03,11,2023-03-15
2942,PROD2942,STORE03,25,2023-08-15
2943,PROD2943,STORE03,18,2023-01-06
2944,PROD2944,STORE03,88,2023-02-12
2945,PROD2945,STORE03,39,2023-01-05
2946,PROD2946,STORE03,88,2023-12-11
2947,PROD2947,STORE03,55,2023-10-05
2948,PROD2948,STORE03,87,2023-06-03
2949,PROD2949,STORE03,63,2023-04-27
2950,PROD2950,STORE03,20,2023-09-04
2951,PROD2951,STORE03,90,2024-01-27
2952,PROD2952,STORE03,40,2023-02-07
2953,PROD2953,STORE03,45,2023-11-27
2954,PROD2954,STORE03,98,2023-06-02
2955,PROD2955,STORE03,40,2023-06-02
2956,PROD2956,STORE03,32,2024-02-05
2957,PROD2957,STORE03,66,2023-05-29
2958,PROD2958,STORE03,80,2024-06-04
2959,PROD2959,STORE03,33,2023-09-02
2960,PROD2960,STORE03,58,2023-04-09
2961,PROD2961,STORE03,58,2023-05-25
2962,PROD2962,STORE03,44,2024-03-13
2963,PROD2963,STORE03,57,2023-01-24
2964,PROD2964,STORE03,27,2023-10-06
2965,PROD2965,STORE03,93,2023-01-14
2966,PROD2966,STORE03,29,2024-05-15
2967,PROD2967,STORE03,2,2023-08-11
2968,PROD2968,STORE03,25,2023-10-28
2969,PROD2969,STORE03,27,2023-10-01
2970,PROD2970,STORE03,16,2023-03-07
2971,PROD2971,STORE03,43,2023-02-26
2972,PROD2972,STORE03,62,2024-03-11
2973,PROD2973,STORE03,68,2023-03-24
2974,PROD2974,STORE03,59,2024-03-15
2975,PROD2975,STORE03,21,2024-05-18
2976,PROD2976,STORE03,29,2023-09-12
2977,PROD2977,STORE03,75,2024-04-27
2978,PROD2978,STORE03,69,2023-06-13
2979,PROD2979,STORE03,27,2023-04-21
2980,PROD2980,STORE03,31,2024-06-24
2981,PROD2981,STORE03,34,2023-01-24
2982,PROD2982,STORE03,57,2023-08-14
2983,PROD2983,STORE03,22,2023-12-01
2984,PROD2984,STORE03,9,2023-04-04
2985,PROD2985,STORE03,34,2023-01-21
2986,PROD2986,STORE03,84,2024-05-05
2987,PROD2987,STORE03,79,2024-04-14
2988,PROD2988,STORE03,24,2024-03-02
2989,PROD2989,STORE03,58,2024-02-09
2990,PROD2990,STORE03,46,2023-08-29
2991,PROD2991,STORE03,75,2023-11-28
2992,PROD2992,STORE03,65,2023-12-21
2993,PROD2993,STORE03,11,2023-09-06
2994,PROD2994,STORE03,19,2023-04-01
2995,PROD2995,STORE03,22,2023-10-23
2996,PROD2996,STORE03,88,2023-03-23
2997,PROD2997,STORE03,37,2023-05-09
2998,PROD2998,STORE03,87,2023-02-18
2999,PROD2999,STORE03,92,2023-04-15
3000,PROD3000,STORE03,87,2023-01-01
3001,PROD2001,STORE04,31,2024-04-27
3002,PROD2002,STORE04,78,2023-01-05
3003,PROD2003,STORE04,78,2023-09-19
3004,PROD2004,STORE04,43,2023-04-17
3005,PROD2005,STORE04,61,2023-04-28
3006,PROD2006,STORE04,49,2024-04-02
3007,PROD2007,STORE04,35,2024-04-04
3008,PROD2008,STORE04,0,2024-02-07
3009,PROD2009,STORE04,18,2024-02-27
3010,PROD2010,STORE04,19,2023-04-19
3011,PROD2011,STORE04,34,2023-08-31
3012,PROD2012,STORE04,54,2023-08-14
3013,PROD2013,STORE04,52,2024-04-01
3014,PROD2014,STORE04,85,2024-04-19
3015,PROD2015,STORE04,68,2023-03-30
3016,PROD2016,STORE04,25,2023-09-27
3017,PROD2017,STORE04,10,2023-02-28
3018,PROD2018,STORE04,9,2024-03-03
3019,PROD2019,STORE04,95,2023-09-09
3020,PROD2020,STORE04,26,2024-03-03
3021,PROD2021,STORE04,81,2024-04-04
3022,PROD2022,STORE04,40,2024-06-13
3023,PROD2023,STORE04,78,2023-04-05
3024,PROD2024,STORE04,100,2023-10-21
3025,PROD2025,STORE04,36,2024-02-14
3026,PROD2026,STORE04,51,2023-06-25
3027,PROD2027,STORE04,52,2024-06-13
3028,PROD2028,STORE04,29,2023-05-28
3029,PROD2029,STORE04,44,2023-11-06
3030,PROD2030,STORE04,30,2024-01-05
3031,PROD2031,STORE04,9,2024-02-05
3032,PROD2032,STORE04,58,2023-04-12
3033,PROD2033,STORE04,70,2023-12-09
3034,PROD2034,STORE04,89,2023-10-21
3035,PROD2035,STORE04,94,2024-05-14
3036,PROD2036,STORE04,63,2023-08-05
3037,PROD2037,STORE04,46,2023-04-22
3038,PROD2038,STORE04,13,2023-10-19
3039,PROD2039,STORE04,79,2024-01-18
3040,PROD2040,STORE04,71,2023-02-16
3041,PROD2041,STORE04,20,2024-01-22
3042,PROD2042,STORE04,52,2023-03-19
3043,PROD2043,STORE04,33,2024-04-21
3044,PROD2044,STORE04,36,2023-09-06
3045,PROD2045,STORE04,89,2023-01-29
3046,PROD2046,STORE04,1,2023-03-06
3047,PROD2047,STORE04,16,2023-08-19
3048,PROD2048,STORE04,10,2024-03-26
3049,PROD2049,STORE04,59,2023-12-21
3050,PROD2050,STORE04,37,2023-03-13
3051,PROD2051,STORE04,32,2024-06-29
3052,PROD2052,STORE04,15,2023-09-19
3053,PROD2053,STORE04,51,2024-05-11
3054,PROD2054,STORE04,8,2023-09-03
3055,PROD2055,STORE04,64,2023-09-09
3056,PROD2056,STORE04,99,2023-11-10
3057,PROD2057,STORE04,28,2023-11-03
3058,PROD2058,STORE04,77,2023-10-24
3059,PROD2059,STORE04,73,2023-05-16
3060,PROD2060,STORE04,74,2024-04-02
3061,PROD2061,STORE04,99,2024-06-12
3062,PROD2062,STORE04,12,2024-06-28
3063,PROD2063,STORE04,27,2024-05-01
3064,PROD2064,STORE04,14,2024-01-24
3065,PROD2065,STORE04,60,2023-09-28
3066,PROD2066,STORE04,52,2024-01-11
3067,PROD2067,STORE04,31,2024-05-07
3068,PROD2068,STORE04,33,2023-12-30
3069,PROD2069,STORE04,31,2024-06-14
3070,PROD2070,STORE04,8,2023-03-25
3071,PROD2071,STORE04,68,2023-09-24
3072,PROD2072,STORE04,90,2023-07-25
3073,PROD2073,STORE04,37,2023-03-17
3074,PROD2074,STORE04,48,2023-03-14
3075,PROD2075,STORE04,64,2023-06-20
3076,PROD2076,STORE04,43,2023-12-10
3077,PROD2077,STORE04,15,2023-11-25
3078,PROD2078,STORE04,95,2024-04-02
3079,PROD2079,STORE04,38,2023-08-04
3080,PROD2080,STORE04,45,2024-03-14
3081,PROD2081,STORE04,43,2023-07-12
3082,PROD2082,STORE04,12,2023-05-15
3083,PROD2083,STORE04,9,2023-03-09
3084,PROD2084,STORE04,72,2024-01-15
3085,PROD2085,STORE04,62,2023-04-25
3086,PROD2086,STORE04,60,2023-08-25
3087,PROD2087,STORE04,33,2024-01-24
3088,PROD2088,STORE04,65,2024-05-06
3089,PROD2089,STORE04,64,2024-01-25
3090,PROD2090,STORE04,12,2023-01-18
3091,PROD2091,STORE04,98,2023-05-10
3092,PROD2092,STORE04,70,2023-06-14
3093,PROD2093,STORE04,13,2023-04-09
3094,PROD2094,STORE04,60,2024-06-28
3095,PROD2095,STORE04,79,2024-05-16
3096,PROD2096,STORE04,70,2023-04-11
3097,PROD2097,STORE04,48,2023-07-30
3098,PROD2098,STORE04,10,2023-07-28
3099,PROD2099,STORE04,58,2023-11-21
3100,PROD2100,STORE04,19,2023-03-31
3101,PROD2101,STORE04,67,2023-01-19
3102,PROD2102,STORE04,84,2023-05-03
3103,PROD2103,STORE04,55,2023-07-13
3104,PROD2104,STORE04,96,2023-04-29
3105,PROD2105,STORE04,9,2023-12-07
3106,PROD2106,STORE04,39,2024-04-30
3107,PROD2107,STORE04,67,2024-03-15
3108,PROD2108,STORE04,30,2023-11-10
3109,PROD2109,STORE04,96,2023-01-28
3110,PROD2110,STORE04,93,2023-12-21
3111,PROD2111,STORE04,70,2024-01-26
3112,PROD2112,STORE04,42,2023-12-23
3113,PROD2113,STORE04,39,2023-11-16
3114,PROD2114,STORE04,20,2023-06-17
3115,PROD2115,STORE04,1,2024-06-08
3116,PROD2116,STORE04,71,2024-06-16
3117,PROD2117,STORE04,15,2024-02-03
3118,PROD2118,STORE04,35,2024-03-21
3119,PROD2119,STORE04,54,2023-05-24
3120,PROD2120,STORE04,60,2023-06-17
3121,PROD2121,STORE04,27,2023-03-22
3122,PROD2122,STORE04,32,2023-01-19
3123,PROD2123,STORE04,95,2023-03-13
3124,PROD2124,STORE04,16,2023-02-20
3125,PROD2125,STORE04,73,2024-01-21
3126,PROD2126,STORE04,8,2023-12-26
3127,PROD2127,STORE04,84,2024-03-04
3128,PROD2128,STORE04,28,2023-06-30
3129,PROD2129,STORE04,23,2024-01-21
3130,PROD2130,STORE04,87,2024-02-08
3131,PROD2131,STORE04,73,2023-12-10
3132,PROD2132,STORE04,10,2023-03-02
3133,PROD2133,STORE04,13,2023-10-05
3134,PROD2134,STORE04,40,2023-08-14
3135,PROD2135,STORE04,72,2023-07-30
3136,PROD2136,STORE04,96,2024-02-11
3137,PROD2137,STORE04,100,2023-10-26
3138,PROD2138,STORE04,63,2024-04-13
3139,PROD2139,STORE04,44,2023-09-30
3140,PROD2140,STORE04,71,2024-04-24
3141,PROD2141,STORE04,51,2024-03-18
3142,PROD2142,STORE04,21,2023-02-19
3143,PROD2143,STORE04,28,2023-03-13
3144,PROD2144,STORE04,25,2024-05-28
3145,PROD2145,STORE04,33,2024-01-11
3146,PROD2146,STORE04,93,2023-10-11
3147,PROD2147,STORE04,1,2023-12-18
3148,PROD2148,STORE04,82,2023-06-12
3149,PROD2149,STORE04,40,2023-04-08
3150,PROD2150,STORE04,38,2024-06-23
3151,PROD2151,STORE04,20,2023-12-05
3152,PROD2152,STORE04,69,2023-06-02
3153,PROD2153,STORE04,62,2023-11-30
3154,PROD2154,STORE04,87,2024-02-06
3155,PROD2155,STORE04,73,2024-06-02
3156,PROD2156,STORE04,46,2023-05-21
3157,PROD2157,STORE04,5,2023-05-20
3158,PROD2158,STORE04,39,2024-02-11
3159,PROD2159,STORE04,92,2023-11-11
3160,PROD2160,STORE04,82,2024-04-02
3161,PROD2161,STORE04,20,2023-08-29
3162,PROD2162,STORE04,23,2023-10-26
3163,PROD2163,STORE04,9,2023-03-18
3164,PROD2164,STORE04,5,2023-12-10
3165,PROD2165,STORE04,55,2023-12-07
3166,PROD2166,STORE04,78,2023-05-27
3167,PROD2167,STORE04,58,2024-03-24
3168,PROD2168,STORE04,49,2023-02-19
3169,PROD2169,STORE04,3,2024-03-20
3170,PROD2170,STORE04,67,2023-04-04
3171,PROD2171,STORE04,78,2024-04-20
3172,PROD2172,STORE04,48,2024-04-09
3173,PROD2173,STORE04,23,2023-01-02
3174,PROD2174,STORE04,48,2023-01-02
3175,PROD2175,STORE04,22,2024-06-12
3176,PROD2176,STORE04,17,2023-12-14
3177,PROD2177,STORE04,8,2023-01-31
3178,PROD2178,STORE04,39,2023-02-27
3179,PROD2179,STORE04,31,2024-02-11
3180,PROD2180,STORE04,86,2023-03-22
3181,PROD2181,STORE04,57,2023-04-05
3182,PROD2182,STORE04,0,2024-01-12
3183,PROD2183,STORE04,84,2024-06-18
3184,PROD2184,STORE04,61,2023-09-30
3185,PROD2185,STORE04,90,2024-03-19
3186,PROD2186,STORE04,32,2024-05-24
3187,PROD2187,STORE04,3,2023-01-05
3188,PROD2188,STORE04,64,2023-09-06
3189,PROD2189,STORE04,7,2024-02-12
3190,PROD2190,STORE04,57,2024-03-05
3191,PROD2191,STORE04,50,2023-08-10
3192,PROD2192,STORE04,85,2023-08-30
3193,PROD2193,STORE04,55,2024-02-23
3194,PROD2194,STORE04,31,2023-01-03
3195,PROD2195,STORE04,60,2024-06-22
3196,PROD2196,STORE04,99,2024-05-01
3197,PROD2197,STORE04,50,2024-01-23
3198,PROD2198,STORE04,15,2024-05-14
3199,PROD2199,STORE04,71,2023-09-27
3200,PROD2200,STORE04,37,2024-02-26
3201,PROD2201,STORE04,68,2023-04-15
3202,PROD2202,STORE04,38,2024-01-07
3203,PROD2203,STORE04,78,2023-07-07
3204,PROD2204,STORE04,60,2024-01-29
3205,PROD2205,STORE04,98,2023-12-13
3206,PROD2206,STORE04,25,2023-10-09
3207,PROD2207,STORE04,62,2023-02-03
3208,PROD2208,STORE04,40,2023-08-05
3209,PROD2209,STORE04,46,2024-06-09
3210,PROD2210,STORE04,69,2023-11-20
3211,PROD2211,STORE04,4,2024-01-28
3212,PROD2212,STORE04,14,2023-02-07
3213,PROD2213,STORE04,35,2023-11-18
3214,PROD2214,STORE04,16,2023-03-09
3215,PROD2215,STORE04,0,2024-06-27
3216,PROD2216,STORE04,18,2023-12-17
3217,PROD2217,STORE04,34,2023-07-11
3218,PROD2218,STORE04,18,2023-12-01
3219,PROD2219,STORE04,10,2023-11-02
3220,PROD2220,STORE04,17,2024-04-18
3221,PROD2221,STORE04,42,2023-06-30
3222,PROD2222,STORE04,51,2023-04-17
3223,PROD2223,STORE04,39,2023-01-23
3224,PROD2224,STORE04,64,2023-03-08
3225,PROD2225,STORE04,4,2023-08-20
3226,PROD2226,STORE04,83,2024-05-04
3227,PROD2227,STORE04,87,2023-06-16
3228,PROD2228,STORE04,38,2023-09-27
3229,PROD2229,STORE04,32,2024-04-05
3230,PROD2230,STORE04,44,2024-05-12
3231,PROD2231,STORE04,24,2023-11-20
3232,PROD2232,STORE04,72,2023-05-08
3233,PROD2233,STORE04,20,2023-03-21
3234,PROD2234,STORE04,70,2023-10-19
3235,PROD2235,STORE04,40,2023-06-16
3236,PROD2236,STORE04,25,2023-10-23
3237,PROD2237,STORE04,84,2023-05-12
3238,PROD2238,STORE04,31,2023-10-06
3239,PROD2239,STORE04,96,2023-05-16
3240,PROD2240,STORE04,17,2024-05-08
3241,PROD2241,STORE04,86,2023-05-30
3242,PROD2242,STORE04,58,2024-04-25
3243,PROD2243,STORE04,79,2023-09-02
3244,PROD2244,STORE04,15,2023-04-13
3245,PROD2245,STORE04,59,2023-01-05
3246,PROD2246,STORE04,2,2023-12-19
3247,PROD2247,STORE04,86,2023-05-28
3248,PROD2248,STORE04,91,2023-08-14
3249,PROD2249,STORE04,67,2023-09-30
3250,PROD2250,STORE04,40,2024-05-14
3251,PROD2251,STORE04,6,2023-03-31
3252,PROD2252,STORE04,12,2023-04-24
3253,PROD2253,STORE04,5,2023-09-30
3254,PROD2254,STORE04,84,2023-04-08
3255,PROD2255,STORE04,6,2024-06-16
3256,PROD2256,STORE04,25,2024-05-27
3257,PROD2257,STORE04,29,2023-07-20
3258,PROD2258,STORE04,95,2023-06-10
3259,PROD2259,STORE04,23,2023-03-13
3260,PROD2260,STORE04,53,2023-05-11
3261,PROD2261,STORE04,33,2024-03-04
3262,PROD2262,STORE04,31,2023-03-16
3263,PROD2263,STORE04,13,2023-11-09
3264,PROD2264,STORE04,92,2024-03-30
3265,PROD2265,STORE04,65,2023-02-27
3266,PROD2266,STORE04,98,2023-06-12
3267,PROD2267,STORE04,27,2023-09-06
3268,PROD2268,STORE04,12,2023-06-11
3269,PROD2269,STORE04,48,2023-01-11
3270,PROD2270,STORE04,72,2023-02-12
3271,PROD2271,STORE04,54,2024-03-12
3272,PROD2272,STORE04,87,2023-05-18
3273,PROD2273,STORE04,77,2023-03-22
3274,PROD2274,STORE04,4,2023-07-17
3275,PROD2275,STORE04,92,2023-02-01
3276,PROD2276,STORE04,30,2023-03-20
3277,PROD2277,STORE04,58,2024-05-18
3278,PROD2278,STORE04,41,2023-06-19
3279,PROD2279,STORE04,16,2024-05-19
3280,PROD2280,STORE04,61,2023-05-31
3281,PROD2281,STORE04,79,2024-05-10
3282,PROD2282,STORE04,34,2023-08-03
3283,PROD2283,STORE04,22,2023-06-15
3284,PROD2284,STORE04,5,2024-05-02
3285,PROD2285,STORE04,57,2023-09-12
3286,PROD2286,STORE04,62,2023-04-07
3287,PROD2287,STORE04,19,2023-09-01
3288,PROD2288,STORE04,73,2023-09-26
3289,PROD2289,STORE04,23,2023-05-22
3290,PROD2290,STORE04,55,2023-07-23
3291,PROD2291,STORE04,30,2023-10-21
3292,PROD2292,STORE04,48,2023-12-17
3293,PROD2293,STORE04,94,2023-10-18
3294,PROD2294,STORE04,24,2024-05-26
3295,PROD2295,STORE04,35,2023-04-24
3296,PROD2296,STORE04,20,2023-05-02
3297,PROD2297,STORE04,74,2023-09-15
3298,PROD2298,STORE04,57,2024-03-17
3299,PROD2299,STORE04,7,2024-03-29
3300,PROD2300,STORE04,93,2023-10-03
3301,PROD2301,STORE04,91,2024-05-18
3302,PROD2302,STORE04,76,2023-06-25
3303,PROD2303,STORE04,7,2024-01-18
3304,PROD2304,STORE04,43,2023-09-13
3305,PROD2305,STORE04,33,2023-03-25
3306,PROD2306,STORE04,89,2024-01-07
3307,PROD2307,STORE04,25,2024-04-26
3308,PROD2308,STORE04,22,2023-04-09
3309,PROD2309,STORE04,6,2023-05-26
3310,PROD2310,STORE04,42,2023-09-28
3311,PROD2311,STORE04,71,2024-04-10
3312,PROD2312,STORE04,7,2024-01-12
3313,PROD2313,STORE04,17,2023-02-01
3314,PROD2314,STORE04,78,2024-02-24
3315,PROD2315,STORE04,27,2023-12-15
3316,PROD2316,STORE04,31,2023-02-23
3317,PROD2317,STORE04,34,2024-02-21
3318,PROD2318,STORE04,69,2024-01-06
3319,PROD2319,STORE04,73,2023-03-31
3320,PROD2320,STORE04,91,2024-02-02
3321,PROD2321,STORE04,28,2023-06-07
3322,PROD2322,STORE04,59,2023-08-19
3323,PROD2323,STORE04,13,2023-04-21
3324,PROD2324,STORE04,49,2023-05-24
3325,PROD2325,STORE04,66,2023-09-05
3326,PROD2326,STORE04,47,2024-04-08
3327,PROD2327,STORE04,61,2023-11-07
3328,PROD2328,STORE04,64,2023-08-28
3329,PROD2329,STORE04,46,2024-02-02
3330,PROD2330,STORE04,74,2024-05-10
3331,PROD2331,STORE04,83,2024-04-18
3332,PROD2332,STORE04,89,2023-04-19
3333,PROD2333,STORE04,63,2023-12-01
3334,PROD2334,STORE04,70,2023-06-10
3335,PROD2335,STORE04,45,2024-01-03
3336,PROD2336,STORE04,83,2023-03-03
3337,PROD2337,STORE04,18,2024-01-30
3338,PROD2338,STORE04,15,2023-12-12
3339,PROD2339,STORE04,73,2023-08-23
3340,PROD2340,STORE04,2,2023-09-06
3341,PROD2341,STORE04,28,2024-03-17
3342,PROD2342,STORE04,16,2024-01-24
3343,PROD2343,STORE04,79,2023-03-23
3344,PROD2344,STORE04,86,2023-11-07
3345,PROD2345,STORE04,35,2023-06-13
3346,PROD2346,STORE04,30,2024-04-07
3347,PROD2347,STORE04,95,2023-12-21
3348,PROD2348,STORE04,53,2023-04-17
3349,PROD2349,STORE04,39,2023-08-16
3350,PROD2350,STORE04,66,2024-04-24
3351,PROD2351,STORE04,38,2023-11-03
3352,PROD2352,STORE04,29,2024-06-15
3353,PROD2353,STORE04,72,2024-03-01
3354,PROD2354,STORE04,78,2023-06-13
3355,PROD2355,STORE04,38,2024-04-18
3356,PROD2356,STORE04,77,2023-04-02
3357,PROD2357,STORE04,96,2023-12-05
3358,PROD2358,STORE04,42,2024-04-28
3359,PROD2359,STORE04,15,2023-02-04
3360,PROD2360,STORE04,9,2023-12-06
3361,PROD2361,STORE04,81,2023-08-06
3362,PROD2362,STORE04,93,2024-01-03
3363,PROD2363,STORE04,16,2024-05-18
3364,PROD2364,STORE04,84,2024-02-10
3365,PROD2365,STORE04,10,2023-04-27
3366,PROD2366,STORE04,54,2023-06-29
3367,PROD2367,STORE04,62,2023-02-13
3368,PROD2368,STORE04,28,2024-02-24
3369,PROD2369,STORE04,10,2023-01-30
3370,PROD2370,STORE04,25,2023-09-16
3371,PROD2371,STORE04,8,2023-01-15
3372,PROD2372,STORE04,60,2024-06-25
3373,PROD2373,STORE04,14,2023-10-04
3374,PROD2374,STORE04,9,2023-09-03
3375,PROD2375,STORE04,45,2023-07-26
3376,PROD2376,STORE04,11,2023-10-16
3377,PROD2377,STORE04,95,2023-07-21
3378,PROD2378,STORE04,28,2023-09-19
3379,PROD2379,STORE04,60,2024-06-21
3380,PROD2380,STORE04,81,2023-02-11
3381,PROD2381,STORE04,40,2023-04-13
3382,PROD2382,STORE04,36,2023-02-13
3383,PROD2383,STORE04,98,2023-06-17
3384,PROD2384,STORE04,90,2024-02-29
3385,PROD2385,STORE04,76,2023-06-05
3386,PROD2386,STORE04,32,2024-01-03
3387,PROD2387,STORE04,86,2023-08-23
3388,PROD2388,STORE04,97,2024-04-18
3389,PROD2389,STORE04,72,2024-01-27
3390,PROD2390,STORE04,18,2024-02-06
3391,PROD2391,STORE04,90,2023-01-08
3392,PROD2392,STORE04,88,2023-02-20
3393,PROD2393,STORE04,34,2023-08-16
3394,PROD2394,STORE04,56,2023-01-02
3395,PROD2395,STORE04,78,2024-03-03
3396,PROD2396,STORE04,73,2023-05-15
3397,PROD2397,STORE04,30,2023-05-10
3398,PROD2398,STORE04,94,2023-11-07
3399,PROD2399,STORE04,2,2023-09-03
3400,PROD2400,STORE04,35,2023-06-22
3401,PROD2401,STORE04,16,2024-04-20
3402,PROD2402,STORE04,31,2023-05-18
3403,PROD2403,STORE04,10,2023-01-13
3404,PROD2404,STORE04,52,2024-06-16
3405,PROD2405,STORE04,54,2024-04-10
3406,PROD2406,STORE04,61,2023-12-01
3407,PROD2407,STORE04,77,2023-10-13
3408,PROD2408,STORE04,6,2024-02-16
3409,PROD2409,STORE04,61,2023-08-20
3410,PROD2410,STORE04,55,2023-11-05
3411,PROD2411,STORE04,86,2023-07-16
3412,PROD2412,STORE04,81,2024-02-02
3413,PROD2413,STORE04,62,2023-10-18
3414,PROD2414,STORE04,64,2023-08-22
3415,PROD2415,STORE04,99,2023-01-03
3416,PROD2416,STORE04,44,2023-07-12
3417,PROD2417,STORE04,58,2024-02-21
3418,PROD2418,STORE04,7,2023-11-26
3419,PROD2419,STORE04,88,2023-08-12
3420,PROD2420,STORE04,56,2024-02-14
3421,PROD2421,STORE04,72,2023-11-06
3422,PROD2422,STORE04,20,2024-04-13
3423,PROD2423,STORE04,81,2024-05-31
3424,PROD2424,STORE04,17,2024-05-13
3425,PROD2425,STORE04,82,2023-07-26
3426,PROD2426,STORE04,94,2023-09-06
3427,PROD2427,STORE04,94,2024-04-12
3428,PROD2428,STORE04,32,2024-01-19
3429,PROD2429,STORE04,7,2023-12-25
3430,PROD2430,STORE04,4,2023-01-25
3431,PROD2431,STORE04,69,2024-06-11
3432,PROD2432,STORE04,44,2024-01-11
3433,PROD2433,STORE04,1,2024-05-06
3434,PROD2434,STORE04,86,2024-06-14
3435,PROD2435,STORE04,57,2023-01-11
3436,PROD2436,STORE04,82,2023-12-18
3437,PROD2437,STORE04,62,2023-06-18
3438,PROD2438,STORE04,61,2024-06-27
3439,PROD2439,STORE04,95,2023-04-04
3440,PROD2440,STORE04,7,2024-04-06
3441,PROD2441,STORE04,99,2023-09-18
3442,PROD2442,STORE04,100,2024-01-26
3443,PROD2443,STORE04,56,2023-09-28
3444,PROD2444,STORE04,49,2023-12-24
3445,PROD2445,STORE04,94,2024-01-24
3446,PROD2446,STORE04,67,2024-02-05
3447,PROD2447,STORE04,67,2024-02-18
3448,PROD2448,STORE04,83,2023-08-07
3449,PROD2449,STORE04,67,2024-02-13
3450,PROD2450,STORE04,100,2023-09-25
3451,PROD2451,STORE04,31,2023-11-08
3452,PROD2452,STORE04,43,2023-08-01
3453,PROD2453,STORE04,94,2024-05-08
3454,PROD2454,STORE04,44,2023-11-17
3455,PROD2455,STORE04,54,2023-04-11
3456,PROD2456,STORE04,82,2023-12-13
3457,PROD2457,STORE04,35,2024-01-15
3458,PROD2458,STORE04,99,2023-10-20
3459,PROD2459,STORE04,57,2023-09-28
3460,PROD2460,STORE04,41,2024-03-05
3461,PROD2461,STORE04,38,2024-06-17
3462,PROD2462,STORE04,3,2023-07-15
3463,PROD2463,STORE04,41,2024-01-04
3464,PROD2464,STORE04,29,2024-01-17
3465,PROD2465,STORE04,42,2023-01-19
3466,PROD2466,STORE04,55,2023-01-13
3467,PROD2467,STORE04,40,2023-10-27
3468,PROD2468,STORE04,84,2023-07-24
3469,PROD2469,STORE04,32,2023-12-18
3470,PROD2470,STORE04,3,2024-01-06
3471,PROD2471,STORE04,95,2023-12-06
3472,PROD2472,STORE04,38,2024-02-07
3473,PROD2473,STORE04,87,2023-10-20
3474,PROD2474,STORE04,33,2024-06-20
3475,PROD2475,STORE04,98,2024-04-04
3476,PROD2476,STORE04,95,2023-02-26
3477,PROD2477,STORE04,65,2023-11-21
3478,PROD2478,STORE04,4,2023-06-04
3479,PROD2479,STORE04,15,2023-02-02
3480,PROD2480,STORE04,3,2023-12-07
3481,PROD2481,STORE04,15,2023-06-23
3482,PROD2482,STORE04,23,2023-04-02
3483,PROD2483,STORE04,27,2024-02-24
3484,PROD2484,STORE04,53,2024-03-24
3485,PROD2485,STORE04,64,2023-10-19
3486,PROD2486,STORE04,78,2024-01-15
3487,PROD2487,STORE04,62,2023-09-01
3488,PROD2488,STORE04,90,2023-05-13
3489,PROD2489,STORE04,76,2023-11-18
3490,PROD2490,STORE04,80,2024-03-31
3491,PROD2491,STORE04,2,2024-01-17
3492,PROD2492,STORE04,12,2023-11-20
3493,PROD2493,STORE04,36,2023-02-08
3494,PROD2494,STORE04,52,2023-02-01
3495,PROD2495,STORE04,37,2023-08-16
3496,PROD2496,STORE04,52,2023-04-17
